-122.684818,45.48382,10.8
-122.684452,45.483358,12
-122.683833,45.482983,12.4
-122.697362,45.464158,9.8
-122.69736,45.463712,9.8
-122.697357,45.463595,2.6
-122.697322,45.463475,3.2
-122.697043,45.463425,3.6
-122.696602,45.463452,7
-122.696032,45.46346,8.8
-122.695403,45.463477,9.8
-122.69471,45.463485,10.8
-122.694002,45.463495,10.8
-122.69333,45.463493,10.4
-122.692677,45.463495,10
-122.691988,45.463507,10.6
-122.69142,45.463492,8.8
-122.690883,45.463332,9
-122.69044,45.463188,7.6
-122.690072,45.463048,6.4
-122.69004,45.463037,0.6666666666666666
-122.69004,45.463037,0
-122.69004,45.463037,0.5
-122.689622,45.463052,4.125
-122.689117,45.463245,9
-122.688507,45.463412,10.2
-122.68787,45.463262,10.4
-122.68733,45.462942,11.2
-122.686772,45.462717,10
-122.68645,45.462718,5
-122.686372,45.46273,1.2
-122.68604,45.462778,5.2
-122.685532,45.462897,8
-122.685237,45.462967,4.6
-122.685193,45.462983,0.06153846153846154
-122.684933,45.46306,4.2
-122.68469,45.463318,6.8
-122.684317,45.463607,8.6
-122.683835,45.463848,9.2
-122.683533,45.46423,9.6
-122.68218,45.496593,5.8253664754620775
-122.681953,45.496898,7.6
-122.681883,45.49724,7.6
-122.682122,45.497508,7
-122.68259,45.497568,7.6
-122.68292,45.497417,6
-122.683535,45.48249,12.8
-122.683372,45.481852,14.6
-122.683398,45.48117,15
-122.684243,45.480263,12.6
-122.685018,45.480335,12.4
-122.685832,45.480347,12.6
-122.686568,45.480475,11.4
-122.687017,45.48049,7.2
-122.687128,45.48033,3.4
-122.687088,45.480178,0.375
-122.68721,45.479823,8.6
-122.68719,45.479373,10.2
-122.686603,45.47905,12.2
-122.685708,45.47902,13.8
-122.684933,45.478755,13.8
-122.684433,45.47821,14.6
-122.684373,45.47752,15.2
-122.684717,45.476232,14.8
-122.68537,45.475837,12.6
-122.68548,45.475313,12.4
-122.684897,45.474857,13.8
-122.684253,45.47445,12.6
-122.68419,45.474168,5.4
-122.6842,45.474073,2.4
-122.684482,45.473772,9
-122.684943,45.473332,12.2
-122.685305,45.472898,11
-122.685525,45.472498,9
-122.6856,45.472045,10
-122.685593,45.471712,6.4
-122.685607,45.471505,3.6
-122.68562,45.471403,2.4
-122.685627,45.471365,0.0375
-122.685653,45.471252,2.6
-122.685777,45.47115,3.8
-122.686207,45.471125,5.4
-122.686785,45.471123,8.8
-122.687242,45.471097,7
-122.6875,45.471068,4.2
-122.687598,45.471055,1.4
-122.687635,45.471048,0.6
-122.687638,45.471048,0
-122.687638,45.471048,0
-122.687653,45.471047,0.5
-122.687818,45.471018,2.4
-122.68824,45.470922,6.8
-122.688653,45.470798,7
-122.689145,45.470633,8.4
-122.689535,45.470458,7.2
-122.689932,45.470202,2.05
-122.690502,45.469875,11.2
-122.69119,45.469478,13.8
-122.691895,45.469047,14.4
-122.692663,45.468597,15.6
-122.693483,45.468123,16.4
-122.694332,45.467627,17.2
-122.69514,45.467158,16.2
-122.695907,45.466718,15.2
-122.696623,45.466303,14.4
-122.697068,45.466027,9.4
-122.697182,45.46596,2.2
-122.697205,45.465945,0.12
-122.697255,45.465917,0.2
-122.69743,45.465753,5.6
-122.69742,45.465452,5.6
-122.69739,45.465083,8
-122.697373,45.464643,9.8
